roll_no,name,math,physics,chemistry,english,cs,economics
GRADSKEY06189,Student_6189,99,92,94,42,88,44
GRADSKEY06190,Student_6190,99,37,33,67,55,48
GRADSKEY06191,Student_6191,67,96,68,64,73,98
GRADSKEY06192,Student_6192,90,62,44,50,93,78
GRADSKEY06193,Student_6193,36,85,70,68,71,86
GRADSKEY06194,Student_6194,55,31,30,39,96,31
GRADSKEY06195,Student_6195,59,78,94,56,40,32
GRADSKEY06196,Student_6196,40,95,59,96,41,38
GRADSKEY06197,Student_6197,58,68,79,85,84,85
GRADSKEY06198,Student_6198,77,35,39,49,50,40
GRADSKEY06199,Student_6199,56,78,43,93,66,79
GRADSKEY06200,Student_6200,62,39,60,82,47,36
GRADSKEY06201,Student_6201,80,97,41,72,55,89
GRADSKEY06202,Student_6202,41,92,85,41,81,76
GRADSKEY06203,Student_6203,83,77,70,41,76,80
GRADSKEY06204,Student_6204,48,81,57,100,78,57
GRADSKEY06205,Student_6205,48,56,97,82,74,43
GRADSKEY06206,Student_6206,55,39,31,77,43,60
GRADSKEY06207,Student_6207,95,40,60,43,35,90
GRADSKEY06208,Student_6208,41,54,90,73,91,39
GRADSKEY06209,Student_6209,30,33,99,71,32,89
GRADSKEY06210,Student_6210,43,100,82,48,31,46
GRADSKEY06211,Student_6211,79,64,76,60,33,63
GRADSKEY06212,Student_6212,80,55,95,49,70,69
GRADSKEY06213,Student_6213,95,86,72,72,30,53
GRADSKEY06214,Student_6214,80,94,52,75,80,33
GRADSKEY06215,Student_6215,49,40,78,40,75,55
GRADSKEY06216,Student_6216,86,49,47,65,35,91
GRADSKEY06217,Student_6217,97,73,35,39,76,48
GRADSKEY06218,Student_6218,67,91,95,74,35,43
GRADSKEY06219,Student_6219,39,66,54,78,54,46
GRADSKEY06220,Student_6220,62,47,44,30,72,64
GRADSKEY06221,Student_6221,46,57,58,94,36,33
GRADSKEY06222,Student_6222,83,56,88,57,81,77
GRADSKEY06223,Student_6223,90,93,35,66,51,35
GRADSKEY06224,Student_6224,55,80,40,30,76,62
GRADSKEY06225,Student_6225,94,66,51,92,44,73
GRADSKEY06226,Student_6226,59,73,96,82,88,95
GRADSKEY06227,Student_6227,96,53,90,46,60,95
GRADSKEY06228,Student_6228,35,88,52,84,56,40
GRADSKEY06229,Student_6229,30,85,35,70,53,54
GRADSKEY06230,Student_6230,91,44,82,43,54,74
GRADSKEY06231,Student_6231,86,64,43,96,38,66
GRADSKEY06232,Student_6232,51,31,33,48,71,75
GRADSKEY06233,Student_6233,35,60,53,54,40,67
GRADSKEY06234,Student_6234,80,83,54,85,82,62
GRADSKEY06235,Student_6235,30,45,71,62,58,55
GRADSKEY06236,Student_6236,45,47,97,48,39,40
GRADSKEY06237,Student_6237,96,37,80,100,72,33
GRADSKEY06238,Student_6238,63,46,62,100,44,58
GRADSKEY06239,Student_6239,87,84,58,84,51,46
GRADSKEY06240,Student_6240,56,100,86,34,99,54
GRADSKEY06241,Student_6241,75,59,50,61,51,44
GRADSKEY06242,Student_6242,33,71,51,53,61,38
GRADSKEY06243,Student_6243,50,80,96,79,90,30
GRADSKEY06244,Student_6244,75,34,89,30,56,33
GRADSKEY06245,Student_6245,62,62,96,69,75,84
GRADSKEY06246,Student_6246,53,74,41,49,57,91
GRADSKEY06247,Student_6247,38,51,99,88,93,79
GRADSKEY06248,Student_6248,46,73,60,59,68,89
GRADSKEY06249,Student_6249,47,39,35,74,49,100
GRADSKEY06250,Student_6250,69,79,35,44,86,35
GRADSKEY06251,Student_6251,99,54,61,41,30,99
GRADSKEY06252,Student_6252,79,62,31,34,88,65
GRADSKEY06253,Student_6253,74,38,73,37,32,49
GRADSKEY06254,Student_6254,76,71,68,99,93,62
GRADSKEY06255,Student_6255,96,99,32,94,52,91
GRADSKEY06256,Student_6256,55,40,46,52,62,46
GRADSKEY06257,Student_6257,65,32,64,90,93,94
GRADSKEY06258,Student_6258,32,75,92,34,43,51
GRADSKEY06259,Student_6259,84,88,48,64,90,87
GRADSKEY06260,Student_6260,73,38,58,97,35,36
GRADSKEY06261,Student_6261,75,59,46,63,83,42
GRADSKEY06262,Student_6262,79,100,42,97,35,40
GRADSKEY06263,Student_6263,92,100,91,30,67,42
GRADSKEY06264,Student_6264,67,39,49,71,78,61
GRADSKEY06265,Student_6265,60,94,91,31,80,64
GRADSKEY06266,Student_6266,84,85,100,43,74,75
GRADSKEY06267,Student_6267,96,48,90,33,44,70
GRADSKEY06268,Student_6268,68,100,61,95,55,33
GRADSKEY06269,Student_6269,87,60,99,33,40,46
GRADSKEY06270,Student_6270,83,97,42,82,41,69
GRADSKEY06271,Student_6271,36,84,33,60,47,44
GRADSKEY06272,Student_6272,79,49,72,39,70,45
GRADSKEY06273,Student_6273,56,73,51,78,74,90
GRADSKEY06274,Student_6274,43,74,50,99,55,32
GRADSKEY06275,Student_6275,38,58,47,60,45,74
GRADSKEY06276,Student_6276,31,62,31,56,71,68
GRADSKEY06277,Student_6277,99,67,46,70,40,98
GRADSKEY06278,Student_6278,48,91,70,80,40,52
GRADSKEY06279,Student_6279,85,75,94,75,56,33
GRADSKEY06280,Student_6280,87,40,48,74,65,71
GRADSKEY06281,Student_6281,40,54,62,45,41,58
GRADSKEY06282,Student_6282,31,40,82,93,90,50
GRADSKEY06283,Student_6283,99,32,53,77,70,78
GRADSKEY06284,Student_6284,34,72,54,99,59,47
GRADSKEY06285,Student_6285,33,38,79,38,93,92
GRADSKEY06286,Student_6286,69,85,55,81,82,81
GRADSKEY06287,Student_6287,64,86,33,52,81,41
GRADSKEY06288,Student_6288,37,88,89,58,79,76
GRADSKEY06289,Student_6289,69,54,36,68,90,60
GRADSKEY06290,Student_6290,49,39,73,61,74,89
GRADSKEY06291,Student_6291,58,63,36,84,88,31
GRADSKEY06292,Student_6292,86,96,82,69,47,75
GRADSKEY06293,Student_6293,100,74,34,99,57,95
GRADSKEY06294,Student_6294,95,73,86,68,33,100
GRADSKEY06295,Student_6295,37,70,72,33,79,71
GRADSKEY06296,Student_6296,99,44,78,98,38,52
GRADSKEY06297,Student_6297,83,68,50,89,53,78
GRADSKEY06298,Student_6298,70,48,77,99,32,97
GRADSKEY06299,Student_6299,82,99,62,79,78,54
GRADSKEY06300,Student_6300,37,94,55,49,63,96
GRADSKEY06301,Student_6301,37,77,54,78,91,90
GRADSKEY06302,Student_6302,74,70,38,83,67,49
GRADSKEY06303,Student_6303,53,71,47,85,71,93
GRADSKEY06304,Student_6304,83,80,87,99,65,82
GRADSKEY06305,Student_6305,30,34,67,58,39,58
GRADSKEY06306,Student_6306,99,65,35,76,73,92
GRADSKEY06307,Student_6307,81,67,75,41,62,39
GRADSKEY06308,Student_6308,81,32,54,86,50,83
GRADSKEY06309,Student_6309,30,74,66,55,91,49
GRADSKEY06310,Student_6310,39,92,87,76,32,91
GRADSKEY06311,Student_6311,72,34,92,65,53,91
GRADSKEY06312,Student_6312,91,80,85,69,85,81
GRADSKEY06313,Student_6313,74,97,91,37,52,95
GRADSKEY06314,Student_6314,76,39,33,80,83,73
GRADSKEY06315,Student_6315,61,78,84,95,54,44
GRADSKEY06316,Student_6316,55,86,70,31,82,33
GRADSKEY06317,Student_6317,74,34,69,90,74,77
GRADSKEY06318,Student_6318,76,51,78,34,91,88
GRADSKEY06319,Student_6319,87,30,91,94,73,60
GRADSKEY06320,Student_6320,50,62,82,90,49,33
GRADSKEY06321,Student_6321,91,81,98,55,53,45
GRADSKEY06322,Student_6322,40,64,55,97,95,98
GRADSKEY06323,Student_6323,91,83,98,55,41,37
GRADSKEY06324,Student_6324,62,76,97,63,85,63
GRADSKEY06325,Student_6325,65,39,86,65,79,73
GRADSKEY06326,Student_6326,58,39,36,71,70,66
GRADSKEY06327,Student_6327,41,80,81,34,35,40
GRADSKEY06328,Student_6328,59,100,50,61,87,73
GRADSKEY06329,Student_6329,78,96,81,57,96,69
GRADSKEY06330,Student_6330,40,99,83,100,48,43
GRADSKEY06331,Student_6331,49,39,75,52,32,42
GRADSKEY06332,Student_6332,93,62,40,71,41,75
GRADSKEY06333,Student_6333,38,31,72,48,61,62
GRADSKEY06334,Student_6334,74,49,42,73,61,90
GRADSKEY06335,Student_6335,92,84,93,41,68,68
GRADSKEY06336,Student_6336,64,48,35,50,95,57
GRADSKEY06337,Student_6337,82,80,55,90,40,100
GRADSKEY06338,Student_6338,32,60,94,42,40,54
GRADSKEY06339,Student_6339,84,96,81,48,51,33
GRADSKEY06340,Student_6340,38,91,61,60,33,47
GRADSKEY06341,Student_6341,78,72,57,90,47,86
GRADSKEY06342,Student_6342,78,67,69,74,60,99
GRADSKEY06343,Student_6343,58,84,54,56,95,57
GRADSKEY06344,Student_6344,33,39,33,34,44,95
GRADSKEY06345,Student_6345,80,34,82,96,37,76
GRADSKEY06346,Student_6346,67,84,83,71,50,87
GRADSKEY06347,Student_6347,49,78,97,84,60,39
GRADSKEY06348,Student_6348,80,75,96,65,71,84
GRADSKEY06349,Student_6349,42,79,35,97,88,98
GRADSKEY06350,Student_6350,95,41,58,50,76,61
GRADSKEY06351,Student_6351,30,82,39,88,90,89
GRADSKEY06352,Student_6352,56,32,73,56,83,45
GRADSKEY06353,Student_6353,100,44,91,92,90,67
GRADSKEY06354,Student_6354,99,83,100,66,61,35
GRADSKEY06355,Student_6355,34,92,72,74,83,60
GRADSKEY06356,Student_6356,94,77,94,44,86,54
GRADSKEY06357,Student_6357,89,93,57,77,84,58
GRADSKEY06358,Student_6358,49,96,72,38,76,74
GRADSKEY06359,Student_6359,98,45,65,41,60,52
GRADSKEY06360,Student_6360,90,54,30,41,69,32
GRADSKEY06361,Student_6361,99,71,65,31,77,58
GRADSKEY06362,Student_6362,92,92,91,53,77,44
GRADSKEY06363,Student_6363,48,98,66,70,61,93
GRADSKEY06364,Student_6364,62,62,75,95,56,52
GRADSKEY06365,Student_6365,65,61,66,72,41,65
GRADSKEY06366,Student_6366,54,90,39,92,38,48
GRADSKEY06367,Student_6367,31,32,88,53,70,48
GRADSKEY06368,Student_6368,76,92,62,64,75,69
GRADSKEY06369,Student_6369,39,33,48,68,93,87
GRADSKEY06370,Student_6370,82,82,33,67,90,89
GRADSKEY06371,Student_6371,93,54,60,50,70,67
GRADSKEY06372,Student_6372,46,46,40,59,46,38
GRADSKEY06373,Student_6373,77,84,80,80,89,95
GRADSKEY06374,Student_6374,85,69,58,76,82,84
GRADSKEY06375,Student_6375,86,78,85,73,95,90
GRADSKEY06376,Student_6376,59,36,86,30,63,66
GRADSKEY06377,Student_6377,96,87,55,79,37,54
GRADSKEY06378,Student_6378,35,72,44,91,51,85
GRADSKEY06379,Student_6379,48,30,30,93,94,88
GRADSKEY06380,Student_6380,55,90,85,73,94,97
GRADSKEY06381,Student_6381,51,96,45,95,31,85
GRADSKEY06382,Student_6382,78,87,64,56,87,52
GRADSKEY06383,Student_6383,80,93,100,30,72,87
GRADSKEY06384,Student_6384,68,45,79,70,37,93
GRADSKEY06385,Student_6385,67,49,68,100,47,69
GRADSKEY06386,Student_6386,61,99,98,47,97,75
GRADSKEY06387,Student_6387,85,35,98,79,90,95
GRADSKEY06388,Student_6388,77,94,64,66,55,65
GRADSKEY06389,Student_6389,52,48,98,82,58,98
GRADSKEY06390,Student_6390,78,91,88,74,37,53
GRADSKEY06391,Student_6391,37,32,74,77,81,84
GRADSKEY06392,Student_6392,99,62,71,42,40,58
GRADSKEY06393,Student_6393,60,74,69,57,44,94
GRADSKEY06394,Student_6394,45,89,87,94,34,63
GRADSKEY06395,Student_6395,93,88,100,89,69,99
GRADSKEY06396,Student_6396,62,82,33,43,76,36
GRADSKEY06397,Student_6397,33,59,36,64,41,54
GRADSKEY06398,Student_6398,82,30,98,98,80,55
GRADSKEY06399,Student_6399,72,43,56,87,48,80
GRADSKEY06400,Student_6400,38,35,62,79,48,99
GRADSKEY06401,Student_6401,62,33,37,65,65,45
GRADSKEY06402,Student_6402,42,50,60,75,99,34
GRADSKEY06403,Student_6403,83,74,91,43,63,65
GRADSKEY06404,Student_6404,85,39,82,39,97,98
GRADSKEY06405,Student_6405,45,54,52,64,81,43
GRADSKEY06406,Student_6406,43,93,49,90,85,65
GRADSKEY06407,Student_6407,95,46,35,61,44,77
GRADSKEY06408,Student_6408,53,38,63,60,85,91
GRADSKEY06409,Student_6409,99,50,80,54,37,51
GRADSKEY06410,Student_6410,31,61,79,39,59,63
GRADSKEY06411,Student_6411,48,63,98,35,85,63
GRADSKEY06412,Student_6412,71,97,41,61,75,70
GRADSKEY06413,Student_6413,89,81,31,61,98,57
GRADSKEY06414,Student_6414,65,55,85,62,74,49
GRADSKEY06415,Student_6415,61,47,50,36,80,34
GRADSKEY06416,Student_6416,95,53,48,83,71,35
GRADSKEY06417,Student_6417,95,74,72,98,93,60
GRADSKEY06418,Student_6418,61,78,99,85,32,62
GRADSKEY06419,Student_6419,50,43,77,70,68,99
GRADSKEY06420,Student_6420,100,82,55,84,30,44
GRADSKEY06421,Student_6421,67,65,39,48,95,97
GRADSKEY06422,Student_6422,75,90,98,88,53,70
GRADSKEY06423,Student_6423,66,65,48,30,36,52
GRADSKEY06424,Student_6424,86,44,85,65,63,88
GRADSKEY06425,Student_6425,46,32,48,30,50,88
GRADSKEY06426,Student_6426,95,79,57,67,64,63
GRADSKEY06427,Student_6427,65,89,88,58,72,51
GRADSKEY06428,Student_6428,63,71,90,62,82,92
GRADSKEY06429,Student_6429,48,31,79,51,82,96
GRADSKEY06430,Student_6430,71,85,87,38,92,39
GRADSKEY06431,Student_6431,79,43,94,80,84,68
GRADSKEY06432,Student_6432,78,61,70,57,56,36
GRADSKEY06433,Student_6433,49,35,83,75,70,92
GRADSKEY06434,Student_6434,69,48,37,59,32,30
GRADSKEY06435,Student_6435,72,84,97,82,56,91
GRADSKEY06436,Student_6436,57,70,62,55,79,39
GRADSKEY06437,Student_6437,32,59,54,69,39,81
GRADSKEY06438,Student_6438,86,41,67,53,84,50
GRADSKEY06439,Student_6439,83,57,34,33,45,81
GRADSKEY06440,Student_6440,48,30,83,100,62,34
GRADSKEY06441,Student_6441,38,58,65,75,79,50
GRADSKEY06442,Student_6442,91,39,67,97,41,62
GRADSKEY06443,Student_6443,75,81,52,52,49,66
GRADSKEY06444,Student_6444,79,88,75,47,57,52
GRADSKEY06445,Student_6445,48,61,74,36,77,37
GRADSKEY06446,Student_6446,55,94,88,65,69,88
GRADSKEY06447,Student_6447,97,97,85,71,45,31
GRADSKEY06448,Student_6448,74,99,61,96,32,39
GRADSKEY06449,Student_6449,31,82,42,71,92,48
GRADSKEY06450,Student_6450,80,76,72,79,99,67
GRADSKEY06451,Student_6451,91,64,74,96,100,64
GRADSKEY06452,Student_6452,77,39,58,84,52,92
GRADSKEY06453,Student_6453,40,81,63,99,85,45
GRADSKEY06454,Student_6454,86,48,48,78,56,67
GRADSKEY06455,Student_6455,53,35,50,51,49,65
GRADSKEY06456,Student_6456,52,74,62,32,53,38
GRADSKEY06457,Student_6457,56,72,71,89,65,81
GRADSKEY06458,Student_6458,68,78,76,44,32,62
GRADSKEY06459,Student_6459,51,61,65,56,98,47
GRADSKEY06460,Student_6460,48,39,97,37,99,95
GRADSKEY06461,Student_6461,92,74,36,84,44,76
GRADSKEY06462,Student_6462,83,32,93,63,92,68
GRADSKEY06463,Student_6463,84,76,63,31,96,100
GRADSKEY06464,Student_6464,65,54,79,87,65,82
GRADSKEY06465,Student_6465,72,97,48,76,61,38
GRADSKEY06466,Student_6466,71,97,52,57,65,95
GRADSKEY06467,Student_6467,43,59,68,76,49,65
GRADSKEY06468,Student_6468,64,63,41,91,40,86
GRADSKEY06469,Student_6469,60,49,65,49,58,55
GRADSKEY06470,Student_6470,30,49,59,30,87,94
GRADSKEY06471,Student_6471,91,85,35,46,58,56
GRADSKEY06472,Student_6472,100,77,56,51,37,51
GRADSKEY06473,Student_6473,64,31,78,63,91,85
GRADSKEY06474,Student_6474,54,34,68,54,64,83
GRADSKEY06475,Student_6475,40,86,44,88,70,85
GRADSKEY06476,Student_6476,33,47,31,86,33,47
GRADSKEY06477,Student_6477,74,41,87,33,74,50
GRADSKEY06478,Student_6478,74,34,79,73,61,98
GRADSKEY06479,Student_6479,67,98,92,88,86,35
GRADSKEY06480,Student_6480,63,100,68,42,85,45
GRADSKEY06481,Student_6481,41,61,87,81,77,62
GRADSKEY06482,Student_6482,55,38,89,51,84,86
GRADSKEY06483,Student_6483,74,39,87,67,99,40
GRADSKEY06484,Student_6484,84,82,97,36,31,51
GRADSKEY06485,Student_6485,48,80,52,95,35,89
GRADSKEY06486,Student_6486,60,94,54,47,52,99
GRADSKEY06487,Student_6487,40,50,79,50,31,71
GRADSKEY06488,Student_6488,74,31,76,55,77,91
GRADSKEY06489,Student_6489,53,40,45,81,48,43
GRADSKEY06490,Student_6490,48,65,35,36,89,83
GRADSKEY06491,Student_6491,73,44,74,80,49,60
GRADSKEY06492,Student_6492,87,51,42,56,86,36
GRADSKEY06493,Student_6493,57,73,52,77,33,36
GRADSKEY06494,Student_6494,99,96,79,56,51,41
GRADSKEY06495,Student_6495,45,47,87,82,56,68
GRADSKEY06496,Student_6496,33,62,50,95,53,66
GRADSKEY06497,Student_6497,35,97,39,71,32,71
GRADSKEY06498,Student_6498,84,57,62,48,67,62
GRADSKEY06499,Student_6499,46,53,45,30,31,87
GRADSKEY06500,Student_6500,35,94,40,37,54,31
GRADSKEY06501,Student_6501,52,38,65,32,65,60
GRADSKEY06502,Student_6502,86,62,95,53,73,86
GRADSKEY06503,Student_6503,82,45,91,82,82,89
GRADSKEY06504,Student_6504,93,37,60,34,49,60
GRADSKEY06505,Student_6505,86,71,57,32,65,35
GRADSKEY06506,Student_6506,82,43,48,50,63,97
GRADSKEY06507,Student_6507,87,43,56,86,64,96
GRADSKEY06508,Student_6508,54,84,42,86,96,32
GRADSKEY06509,Student_6509,42,35,60,86,45,34
GRADSKEY06510,Student_6510,74,99,58,77,40,63
GRADSKEY06511,Student_6511,74,31,50,79,39,60
GRADSKEY06512,Student_6512,41,42,48,83,40,56
GRADSKEY06513,Student_6513,45,75,92,73,51,42
GRADSKEY06514,Student_6514,75,69,56,59,73,62
GRADSKEY06515,Student_6515,98,49,31,43,32,66
GRADSKEY06516,Student_6516,88,68,68,57,34,72
GRADSKEY06517,Student_6517,80,71,43,82,37,76
GRADSKEY06518,Student_6518,77,51,39,37,87,63
GRADSKEY06519,Student_6519,55,96,49,35,62,94
GRADSKEY06520,Student_6520,34,53,78,37,91,39
GRADSKEY06521,Student_6521,76,65,57,73,79,37
GRADSKEY06522,Student_6522,30,83,69,88,47,80
GRADSKEY06523,Student_6523,95,75,56,32,37,50
GRADSKEY06524,Student_6524,94,64,43,60,46,46
GRADSKEY06525,Student_6525,47,88,62,76,99,42
GRADSKEY06526,Student_6526,39,40,67,30,77,97
GRADSKEY06527,Student_6527,72,88,30,60,54,83
GRADSKEY06528,Student_6528,51,75,88,39,64,42
GRADSKEY06529,Student_6529,96,82,41,73,97,38
GRADSKEY06530,Student_6530,36,33,31,83,80,75
GRADSKEY06531,Student_6531,81,50,76,57,46,65
GRADSKEY06532,Student_6532,100,50,82,48,38,100
GRADSKEY06533,Student_6533,39,98,99,41,83,86
GRADSKEY06534,Student_6534,74,31,36,46,79,45
GRADSKEY06535,Student_6535,49,62,64,88,68,62
GRADSKEY06536,Student_6536,55,84,79,68,93,79
GRADSKEY06537,Student_6537,54,39,94,75,63,95
GRADSKEY06538,Student_6538,41,67,42,42,83,65
GRADSKEY06539,Student_6539,83,53,38,80,73,33
GRADSKEY06540,Student_6540,46,59,36,95,94,53
GRADSKEY06541,Student_6541,64,67,66,83,72,50
GRADSKEY06542,Student_6542,78,48,78,60,96,75
GRADSKEY06543,Student_6543,90,63,53,94,90,87
GRADSKEY06544,Student_6544,63,62,84,33,97,30
GRADSKEY06545,Student_6545,94,79,64,47,77,78
GRADSKEY06546,Student_6546,35,69,44,79,66,92
GRADSKEY06547,Student_6547,33,91,34,40,60,60
GRADSKEY06548,Student_6548,62,93,31,60,83,89
GRADSKEY06549,Student_6549,86,51,75,54,36,98
GRADSKEY06550,Student_6550,82,84,85,68,35,39
GRADSKEY06551,Student_6551,42,88,44,69,77,80
GRADSKEY06552,Student_6552,65,79,51,47,99,54
GRADSKEY06553,Student_6553,63,49,41,96,46,56
GRADSKEY06554,Student_6554,84,41,42,82,88,66
GRADSKEY06555,Student_6555,61,31,49,66,48,31
GRADSKEY06556,Student_6556,51,45,79,42,99,65
GRADSKEY06557,Student_6557,37,81,55,35,93,60
GRADSKEY06558,Student_6558,44,61,62,52,68,35
GRADSKEY06559,Student_6559,58,80,74,84,35,58
GRADSKEY06560,Student_6560,97,97,97,86,86,61
GRADSKEY06561,Student_6561,71,41,72,55,76,85
GRADSKEY06562,Student_6562,32,39,42,35,30,81
GRADSKEY06563,Student_6563,51,44,45,68,93,49
GRADSKEY06564,Student_6564,51,65,37,75,90,54
GRADSKEY06565,Student_6565,48,62,74,84,86,40
GRADSKEY06566,Student_6566,60,34,34,86,100,96
GRADSKEY06567,Student_6567,57,54,74,95,56,77
GRADSKEY06568,Student_6568,90,78,86,97,85,59
GRADSKEY06569,Student_6569,69,100,33,76,96,79
GRADSKEY06570,Student_6570,52,96,47,84,31,83
GRADSKEY06571,Student_6571,46,30,31,37,95,58
GRADSKEY06572,Student_6572,72,45,84,82,38,72
GRADSKEY06573,Student_6573,99,83,63,98,53,50
GRADSKEY06574,Student_6574,86,95,31,80,49,86
GRADSKEY06575,Student_6575,73,94,62,79,69,83
GRADSKEY06576,Student_6576,30,35,41,87,75,42
GRADSKEY06577,Student_6577,73,43,40,53,82,96
GRADSKEY06578,Student_6578,58,100,63,60,55,44
GRADSKEY06579,Student_6579,69,70,92,98,70,99
GRADSKEY06580,Student_6580,64,39,58,100,55,87
GRADSKEY06581,Student_6581,39,32,49,60,42,72
GRADSKEY06582,Student_6582,84,42,76,50,94,87
GRADSKEY06583,Student_6583,65,56,75,57,99,95
GRADSKEY06584,Student_6584,93,34,63,91,72,64
GRADSKEY06585,Student_6585,62,76,98,49,50,71
GRADSKEY06586,Student_6586,79,50,76,32,84,65
GRADSKEY06587,Student_6587,65,65,58,80,65,75
GRADSKEY06588,Student_6588,78,100,97,76,88,45
GRADSKEY06589,Student_6589,33,75,89,65,37,32
GRADSKEY06590,Student_6590,34,71,94,85,79,53
GRADSKEY06591,Student_6591,45,88,91,68,91,59
GRADSKEY06592,Student_6592,75,57,97,64,53,64
GRADSKEY06593,Student_6593,44,87,62,73,93,76
GRADSKEY06594,Student_6594,63,67,55,91,72,41
GRADSKEY06595,Student_6595,67,90,80,50,98,65
GRADSKEY06596,Student_6596,32,37,75,43,30,46
GRADSKEY06597,Student_6597,66,68,60,90,59,71
GRADSKEY06598,Student_6598,35,99,43,72,74,52
GRADSKEY06599,Student_6599,36,87,87,42,68,92
GRADSKEY06600,Student_6600,45,49,53,64,86,30
GRADSKEY06601,Student_6601,49,41,80,68,80,91
GRADSKEY06602,Student_6602,99,61,75,100,59,90
GRADSKEY06603,Student_6603,39,70,78,52,30,41
GRADSKEY06604,Student_6604,87,44,32,45,85,34
GRADSKEY06605,Student_6605,35,45,36,88,40,72
GRADSKEY06606,Student_6606,74,94,60,33,88,86
GRADSKEY06607,Student_6607,92,51,30,43,36,42
GRADSKEY06608,Student_6608,87,65,38,69,34,53
GRADSKEY06609,Student_6609,32,65,78,86,51,51
GRADSKEY06610,Student_6610,100,42,44,31,87,46
GRADSKEY06611,Student_6611,50,37,72,93,76,47
GRADSKEY06612,Student_6612,32,38,41,35,67,75
GRADSKEY06613,Student_6613,33,42,50,45,42,32
GRADSKEY06614,Student_6614,93,95,54,86,58,82
GRADSKEY06615,Student_6615,33,53,65,87,64,46
GRADSKEY06616,Student_6616,32,86,45,96,44,42
GRADSKEY06617,Student_6617,92,93,59,78,90,48
GRADSKEY06618,Student_6618,58,43,85,61,78,65
GRADSKEY06619,Student_6619,96,100,81,39,30,89
GRADSKEY06620,Student_6620,75,30,30,56,31,45
GRADSKEY06621,Student_6621,84,90,84,69,84,62
GRADSKEY06622,Student_6622,75,72,67,95,67,88
GRADSKEY06623,Student_6623,80,31,89,48,74,58
GRADSKEY06624,Student_6624,42,90,30,84,74,93
GRADSKEY06625,Student_6625,36,97,95,61,66,56
GRADSKEY06626,Student_6626,40,33,43,52,44,63
GRADSKEY06627,Student_6627,36,92,54,44,44,96
GRADSKEY06628,Student_6628,96,44,63,73,67,35
GRADSKEY06629,Student_6629,61,74,59,100,47,90
GRADSKEY06630,Student_6630,63,83,39,35,78,58
GRADSKEY06631,Student_6631,72,54,88,74,57,52
GRADSKEY06632,Student_6632,46,82,96,81,70,33
GRADSKEY06633,Student_6633,85,36,83,51,85,88
GRADSKEY06634,Student_6634,79,90,32,43,73,85
GRADSKEY06635,Student_6635,44,35,84,60,44,68
GRADSKEY06636,Student_6636,75,49,56,92,45,83
GRADSKEY06637,Student_6637,32,100,91,90,61,87
GRADSKEY06638,Student_6638,78,56,70,88,99,78
GRADSKEY06639,Student_6639,61,77,42,52,67,51
GRADSKEY06640,Student_6640,37,61,94,38,75,54
GRADSKEY06641,Student_6641,40,90,91,89,62,51
GRADSKEY06642,Student_6642,95,47,99,90,36,33
GRADSKEY06643,Student_6643,74,35,76,64,73,32
GRADSKEY06644,Student_6644,77,66,73,50,84,69
GRADSKEY06645,Student_6645,71,87,40,78,69,95
GRADSKEY06646,Student_6646,87,74,97,33,59,94
GRADSKEY06647,Student_6647,43,44,59,45,44,76
GRADSKEY06648,Student_6648,95,43,96,35,43,81
GRADSKEY06649,Student_6649,52,99,93,36,65,58
GRADSKEY06650,Student_6650,69,100,89,87,48,54
GRADSKEY06651,Student_6651,83,100,31,30,64,36
GRADSKEY06652,Student_6652,41,91,66,90,72,44
GRADSKEY06653,Student_6653,64,96,53,60,48,94
GRADSKEY06654,Student_6654,51,76,67,61,34,68
GRADSKEY06655,Student_6655,83,40,89,45,78,94
GRADSKEY06656,Student_6656,76,35,83,64,85,83
GRADSKEY06657,Student_6657,57,64,65,91,33,56
GRADSKEY06658,Student_6658,72,57,37,42,50,70
GRADSKEY06659,Student_6659,41,32,56,35,95,78
GRADSKEY06660,Student_6660,100,79,96,30,66,39
GRADSKEY06661,Student_6661,44,55,43,42,53,60
GRADSKEY06662,Student_6662,48,81,96,77,33,86
GRADSKEY06663,Student_6663,57,75,33,97,67,36
GRADSKEY06664,Student_6664,80,58,44,70,52,49
GRADSKEY06665,Student_6665,93,60,92,85,82,86
GRADSKEY06666,Student_6666,45,77,91,70,49,36
GRADSKEY06667,Student_6667,33,59,51,50,47,86
GRADSKEY06668,Student_6668,54,78,40,61,50,88
GRADSKEY06669,Student_6669,38,63,39,79,50,61
GRADSKEY06670,Student_6670,73,36,84,33,60,100
GRADSKEY06671,Student_6671,74,80,42,43,69,64
GRADSKEY06672,Student_6672,72,82,90,31,81,39
GRADSKEY06673,Student_6673,54,77,30,51,66,80
GRADSKEY06674,Student_6674,46,30,61,38,78,50
GRADSKEY06675,Student_6675,66,88,79,85,66,62
GRADSKEY06676,Student_6676,34,96,38,38,98,45
GRADSKEY06677,Student_6677,37,40,92,75,86,75
GRADSKEY06678,Student_6678,52,97,73,30,97,89
GRADSKEY06679,Student_6679,31,39,37,45,71,71
GRADSKEY06680,Student_6680,33,36,79,96,63,82
GRADSKEY06681,Student_6681,35,55,45,100,72,91
GRADSKEY06682,Student_6682,35,41,49,50,70,51
GRADSKEY06683,Student_6683,38,76,75,96,99,50
GRADSKEY06684,Student_6684,53,55,69,61,95,72
GRADSKEY06685,Student_6685,71,40,40,56,84,66
GRADSKEY06686,Student_6686,55,65,38,94,33,73
GRADSKEY06687,Student_6687,80,44,59,51,48,92
